label_text,label_count,label_statuses,slides,rank,score,kit_id,kit_brand,kit_scale,kit_name,kit_serial,match_reasons
Bandai Tiger I,1,identified_in_this_image,ILM_Shop_Image,2,46.5,54,Bandai,1/48,Panzerkampfwagen VI King Tiger,8241,"vendor; tokens=bandai,tiger"
Bandai Tiger I,1,identified_in_this_image,ILM_Shop_Image,3,46.0,57,Bandai,1/48,Tank Destroyer Jagd-Tiger,8259.0,"vendor; tokens=bandai,tiger"
Entex,1,identified_in_this_image,ILM_Shop_Image,1,34.0,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,vendor; tokens=entex
Entex,1,identified_in_this_image,ILM_Shop_Image,2,32.7,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,vendor; tokens=entex
Entex,1,identified_in_this_image,ILM_Shop_Image,3,32.2,277,Entex,1/5,"Wankel Rotary Engine unique, pistonless, the engine of the future. (Gakken Rebox)",8201,vendor; tokens=entex
Entex German Army Assault Gun,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,1,66.1,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,"vendor; tokens=army,assault,entex,german,gun"
Entex German Army Assault Gun,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,2,46.8,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,"vendor; tokens=entex,german"
Entex German Army Assault Gun,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,3,41.8,335,Nitto / RiKo / Entex,1/76,Jagdpanther German Medium Tank,395 / 443 / 8506C / 252,"vendor; tokens=entex,german"
ENTEX Panzer IV F2,1,identified_elsewhere,Xwing_back_2,1,55.5,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,"vendor; tokens=entex,iv,panzer"
ENTEX Panzer IV F2,1,identified_elsewhere,Xwing_back_2,2,39.9,335,Nitto / RiKo / Entex,1/76,Jagdpanther German Medium Tank,395 / 443 / 8506C / 252,vendor; tokens=entex
ENTEX Panzer IV F2,1,identified_elsewhere,Xwing_back_2,3,39.4,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,"vendor; tokens=entex,iv"
Entex Panzerkampfwagen IV f2,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,1,56.8,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,"vendor; tokens=entex,iv,panzerkampfwagen"
Entex Panzerkampfwagen IV f2,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,2,42.8,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,"vendor; tokens=entex,iv"
Entex Panzerkampfwagen IV f2,4,identified_elsewhere | identified_in_this_image,Fleet | Staff,3,41.0,335,Nitto / RiKo / Entex,1/76,Jagdpanther German Medium Tank,395 / 443 / 8506C / 252,vendor; tokens=entex
Entex Payhauler,2,identified_elsewhere,Blockade_Runner | ILM_Shop_Image,1,37.4,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,vendor; tokens=entex
Entex Payhauler,2,identified_elsewhere,Blockade_Runner | ILM_Shop_Image,2,37.4,335,Nitto / RiKo / Entex,1/76,Jagdpanther German Medium Tank,395 / 443 / 8506C / 252,vendor; tokens=entex
Entex Payhauler,2,identified_elsewhere,Blockade_Runner | ILM_Shop_Image,3,36.9,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,vendor; tokens=entex
Entex Wankel,4,identified_in_this_image,ILM_Shop_Image,1,39.9,277,Entex,1/5,"Wankel Rotary Engine unique, pistonless, the engine of the future. (Gakken Rebox)",8201,"vendor; tokens=entex,wankel"
Entex Wankel,4,identified_in_this_image,ILM_Shop_Image,2,36.6,278,Entex,1/15,German Panzer IV f12 Panzerkampfwagen,8479,vendor; tokens=entex
Entex Wankel,4,identified_in_this_image,ILM_Shop_Image,3,35.5,279,Entex,1/15,Sturmgeschutz IV German Army Assault Gun IV Model Hv,8481,vendor; tokens=entex
ERTL Great Dane Flatbed Trailer,4,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | Tile | X_03,1,68.2,280,ERTL,1/25,Great Dane extendable heavy duty flatbed trailer,8009,"vendor; tokens=dane,ertl,flatbed,great,trailer; name-ratio=0.70"
ERTL Great Dane Flatbed Trailer,4,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | Tile | X_03,2,40.8,281,ERTL,1/25,International Payhauler 350,8013,vendor; tokens=ertl
ERTL Great Dane Flatbed Trailer,4,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | Tile | X_03,3,27.6,388,AMT,1/25,Fruehauf Flatbed Trailer,T-545,"tokens=flatbed,trailer; name-ratio=0.76"
ERTL Payhauler,6,identified_elsewhere | identified_in_this_image,Finest_Collection | Fleet | ILM_KITS | TileCreation | Wingman | Xs_and_Ys.,1,56.8,281,ERTL,1/25,International Payhauler 350,8013,"vendor; tokens=ertl,payhauler"
ERTL Payhauler,6,identified_elsewhere | identified_in_this_image,Finest_Collection | Fleet | ILM_KITS | TileCreation | Wingman | Xs_and_Ys.,2,37.3,280,ERTL,1/25,Great Dane extendable heavy duty flatbed trailer,8009,vendor; tokens=ertl
ESCI BMW R75,1,identified_in_this_image,ILM_Shop_Image,1,65.6,69,ESCI,1/9,BMW R75 With sidecar,7001,"vendor; tokens=bmw,esci,r75"
ESCI BMW R75,1,identified_in_this_image,ILM_Shop_Image,2,36.7,70,ESCI,1/9,NSU HK-101 Kettenkrad,7005,vendor; tokens=esci
ESCI BMW R75,1,identified_in_this_image,ILM_Shop_Image,3,35.9,393,ESCI,1/35,Nebelwerfer 41 German Smoke-Unit,5001.0,vendor; tokens=esci
ESCI Kettenkrad,1,identified_in_this_image,Xwing_back_2,1,57.5,70,ESCI,1/9,NSU HK-101 Kettenkrad,7005,"vendor; tokens=esci,kettenkrad"
ESCI Kettenkrad,1,identified_in_this_image,Xwing_back_2,2,38.2,69,ESCI,1/9,BMW R75 With sidecar,7001,vendor; tokens=esci
ESCI Kettenkrad,1,identified_in_this_image,Xwing_back_2,3,36.1,393,ESCI,1/35,Nebelwerfer 41 German Smoke-Unit,5001.0,vendor; tokens=esci
Frog Heinkel 111,1,identified_in_this_image,Xwing_back_2,1,59.8,283,Frog,1/72,Heinkel He.111 H-1/H-6,F201,"vendor; tokens=111,frog,heinkel; name-ratio=0.67"
Frog Heinkel 111,1,identified_in_this_image,Xwing_back_2,2,42.3,286,Frog / UPC,1/130,Shell Tanker,347P / F137 / 5013-300,vendor; tokens=frog
Frog Heinkel 111,1,identified_in_this_image,Xwing_back_2,3,39.3,76,Frog,1/72,Whitley Long Range Bomber,F.207,vendor; tokens=frog
Fujimi Elefant,1,identified_in_this_image,X_03,1,39.9,83,Fujimi,1/76,German Heavy Tank Destroyer Elephant,WA13,vendor; tokens=fujimi
Fujimi Elefant,1,identified_in_this_image,X_03,2,38.3,78,Fujimi,1/76,British Infantry Tank Valentine,WA-12,vendor; tokens=fujimi
Fujimi Elefant,1,identified_in_this_image,X_03,3,36.6,397,Fujimi,1/76,Kubelwagen / BMW R75 with Sidecar,WA-11 / OC-1 / 0868,vendor; tokens=fujimi
Fujimi Iowa,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | ILM_Shop_Image | Staff | Tile | TileCreation | Xs_and_Ys.,1,41.0,289,Fujimi,1/700,U.S.A. Battleship Iowa / Missouri,WL.B115 / B107,"vendor; tokens=fujimi,iowa"
Fujimi Iowa,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | ILM_Shop_Image | Staff | Tile | TileCreation | Xs_and_Ys.,2,36.0,78,Fujimi,1/76,British Infantry Tank Valentine,WA-12,vendor; tokens=fujimi
Fujimi Iowa,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | ILM_Shop_Image | Staff | Tile | TileCreation | Xs_and_Ys.,3,35.6,83,Fujimi,1/76,German Heavy Tank Destroyer Elephant,WA13,vendor; tokens=fujimi
Fujimi Missouri,2,identified_elsewhere | identified_in_this_image,Finest_Collection | TileCreation,1,45.2,289,Fujimi,1/700,U.S.A. Battleship Iowa / Missouri,WL.B115 / B107,"vendor; tokens=fujimi,missouri"
Fujimi Missouri,2,identified_elsewhere | identified_in_this_image,Finest_Collection | TileCreation,2,38.2,78,Fujimi,1/76,British Infantry Tank Valentine,WA-12,vendor; tokens=fujimi
Fujimi Missouri,2,identified_elsewhere | identified_in_this_image,Finest_Collection | TileCreation,3,37.6,83,Fujimi,1/76,German Heavy Tank Destroyer Elephant,WA13,vendor; tokens=fujimi
Hasegawa Gasoline Truck,1,identified_in_this_image,ILM_Shop_Top,1,53.5,294,Hasegawa,1/72,G.M.C. CCKW-353 Gasoline Tank Truck,MB-021,"vendor; tokens=gasoline,hasegawa,truck"
Hasegawa Gasoline Truck,1,identified_in_this_image,ILM_Shop_Top,2,40.1,399,Hasegawa,1/700,Japanese Aircraft Carrier Akagi,WL.A031,vendor; tokens=hasegawa
Hasegawa Gasoline Truck,1,identified_in_this_image,ILM_Shop_Top,3,39.0,290,Hasegawa,1/450,German Battle Ship Bismarck / Tirpitz,A-7 / A-8,vendor; tokens=hasegawa
Hasegawa Kettenkrad & Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,1,73.0,297,Hasegawa / Minicraft,1/72,KettenKRad & Schwimmwagen,713,"vendor; tokens=hasegawa,kettenkrad,schwimmwagen; name-ratio=1.00"
Hasegawa Kettenkrad & Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,2,42.5,285,Frog / Hasegawa-Frog,1/72,Westland Wyvern,F198 / JS-067,vendor; tokens=hasegawa
Hasegawa Kettenkrad & Schwimmwagen,1,identified_in_this_image,ILM_Shop_Image,3,39.3,399,Hasegawa,1/700,Japanese Aircraft Carrier Akagi,WL.A031,vendor; tokens=hasegawa
Hasegawa Sherman,3,identified_elsewhere | identified_in_this_image,21 | TileCreation,1,46.1,298,Hasegawa / Minicraft,1/72,U.S. Army M-4 (A3E8) Sherman,715,"vendor; tokens=hasegawa,sherman"
Hasegawa Sherman,3,identified_elsewhere | identified_in_this_image,21 | TileCreation,2,41.4,285,Frog / Hasegawa-Frog,1/72,Westland Wyvern,F198 / JS-067,vendor; tokens=hasegawa
Hasegawa Sherman,3,identified_elsewhere | identified_in_this_image,21 | TileCreation,3,39.6,297,Hasegawa / Minicraft,1/72,KettenKRad & Schwimmwagen,713,vendor; tokens=hasegawa
Hasegawa Yamato,3,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top | Tile,1,47.8,292,Hasegawa,1/450,Japanese Navy Battleship Yamato,A-3,"vendor; tokens=hasegawa,yamato"
Hasegawa Yamato,3,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top | Tile,2,38.4,297,Hasegawa / Minicraft,1/72,KettenKRad & Schwimmwagen,713,vendor; tokens=hasegawa
Hasegawa Yamato,3,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top | Tile,3,37.7,298,Hasegawa / Minicraft,1/72,U.S. Army M-4 (A3E8) Sherman,715,vendor; tokens=hasegawa
Heller Porsche 917,1,identified_in_this_image,Death_Star_back,1,54.0,299,Heller,1/24,Porsche 917 K  Martini Racing-Team,L 742,"vendor; tokens=917,heller,porsche"
Heller Porsche 917,1,identified_in_this_image,Death_Star_back,2,40.0,300,Heller,1/400,Ship (La Seine),L750,vendor; tokens=heller
Heller Porsche 917,1,identified_in_this_image,Death_Star_back,3,36.5,401,Heller,1/400,HMS Hood,1051.0,vendor; tokens=heller
Heller Porsche 917 K,2,identified_elsewhere,ILM_KITS | Sandcrawler_back,1,60.2,299,Heller,1/24,Porsche 917 K  Martini Racing-Team,L 742,"vendor; tokens=917,heller,k,porsche"
Heller Porsche 917 K,2,identified_elsewhere,ILM_KITS | Sandcrawler_back,2,38.8,300,Heller,1/400,Ship (La Seine),L750,vendor; tokens=heller
Heller Porsche 917 K,2,identified_elsewhere,ILM_KITS | Sandcrawler_back,3,36.5,301,Heller,1/400,"Suffren, Fregate Lance-Engins",L861 (/ 861),vendor; tokens=heller
"Heller Suffren, Fregate Lance-Engins",1,identified_in_this_image,Tile,1,78.2,301,Heller,1/400,"Suffren, Fregate Lance-Engins",L861 (/ 861),"vendor; tokens=engins,fregate,heller,lance,suffren; name-ratio=1.00"
"Heller Suffren, Fregate Lance-Engins",1,identified_in_this_image,Tile,2,40.9,300,Heller,1/400,Ship (La Seine),L750,vendor; tokens=heller
"Heller Suffren, Fregate Lance-Engins",1,identified_in_this_image,Tile,3,38.3,299,Heller,1/24,Porsche 917 K  Martini Racing-Team,L 742,vendor; tokens=heller
Hiroshi Sumi reference:,1,other_or_unstyled,Star_Destroyer_workbench,,,,,,,,NO_MATCH
IMAI Galeass,1,identified_in_this_image,Tile,1,73.0,302,Imai,1/160,Galeass,B-351,"vendor; tokens=galeass,imai; name-ratio=1.00"
IMC Volkswagen,1,identified_in_this_image,ILM_KITS,1,80.0,303,IMC,1/25,Volkswagen,114,"vendor; tokens=imc,volkswagen; name-ratio=1.00"
Jo-han 1931 Cadillac,1,identified_in_this_image,Tile,1,31.7,306,Jo-han,1/25,1931 Cadillac V-16 Cabriolet,GC-431,"tokens=1931,cadillac,han,jo"
LS Morgan Roadster,1,identified_in_this_image,ILM_Shop_Top,1,68.5,96,LS,1/16,Morgan Plus 8 Roadster,C2002,"vendor; tokens=ls,morgan,roadster; name-ratio=0.81"
Mania Nate,1,identified_in_this_image,ILM_Shop_Top,1,48.3,307,Mania,1/48,Nakajima Ki-27 Nate,05-800,"vendor; tokens=mania,nate"
Mania Nate,1,identified_in_this_image,ILM_Shop_Top,2,35.3,97,Mania,1/72,Type 97 Carrier Attack Bomber Nakajima B5N Kate,02-800,vendor; tokens=mania
Monogram De Havilland Mosquito,1,identified_in_this_image,Wingman,1,80.0,312,Monogram,1/48,De Havilland Mosquito,6849.0,"vendor; tokens=de,havilland,monogram,mosquito; name-ratio=1.00"
Monogram De Havilland Mosquito,1,identified_in_this_image,Wingman,2,40.3,310,Monogram,1/32,Panzerspähwagen 8rad,7581,vendor; tokens=monogram
Monogram De Havilland Mosquito,1,identified_in_this_image,Wingman,3,39.8,404,Monogram,1/32,Screamin' Mimi Sherman M4A1,4200,vendor; tokens=monogram
Nichimo Elefant,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,1,58.2,318,Nichimo,1/35,"Jagdpanzer ""Elefant""",R-3520,"vendor; tokens=elefant,nichimo"
Nichimo Elefant,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,2,42.6,320,Nichimo,1/35,M4A1 Sherman,R-3517,vendor; tokens=nichimo
Nichimo Elefant,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,3,41.3,324,Nichimo,1/500,Japanese Battleship Nagato,U5007-500,vendor; tokens=nichimo
Nichimo JagdTiger,1,identified_in_this_image,ILM_Shop_Image,1,55.5,319,Nichimo,1/35,"Jagdpanzer VI ""Jagdtiger""",R-3531,"vendor; tokens=jagdtiger,nichimo"
Nichimo JagdTiger,1,identified_in_this_image,ILM_Shop_Image,2,45.7,318,Nichimo,1/35,"Jagdpanzer ""Elefant""",R-3520,vendor; tokens=nichimo
Nichimo JagdTiger,1,identified_in_this_image,ILM_Shop_Image,3,41.9,320,Nichimo,1/35,M4A1 Sherman,R-3517,vendor; tokens=nichimo
Nichimo Jagdtiger,2,identified_elsewhere,Tile | Wingman,1,55.5,319,Nichimo,1/35,"Jagdpanzer VI ""Jagdtiger""",R-3531,"vendor; tokens=jagdtiger,nichimo"
Nichimo Jagdtiger,2,identified_elsewhere,Tile | Wingman,2,45.7,318,Nichimo,1/35,"Jagdpanzer ""Elefant""",R-3520,vendor; tokens=nichimo
Nichimo Jagdtiger,2,identified_elsewhere,Tile | Wingman,3,41.9,320,Nichimo,1/35,M4A1 Sherman,R-3517,vendor; tokens=nichimo
Nichimo Musashi,1,identified_in_this_image,ILM_Shop_Top,1,48.6,325,Nichimo,1/500,Japanese Navy Battleship Musashi,U5002-950,"vendor; tokens=musashi,nichimo"
Nichimo Musashi,1,identified_in_this_image,ILM_Shop_Top,2,45.1,320,Nichimo,1/35,M4A1 Sherman,R-3517,vendor; tokens=nichimo
Nichimo Musashi,1,identified_in_this_image,ILM_Shop_Top,3,41.3,324,Nichimo,1/500,Japanese Battleship Nagato,U5007-500,vendor; tokens=nichimo
Nichimo Nagato,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,1,51.0,324,Nichimo,1/500,Japanese Battleship Nagato,U5007-500,"vendor; tokens=nagato,nichimo"
Nichimo Nagato,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,2,43.0,318,Nichimo,1/35,"Jagdpanzer ""Elefant""",R-3520,vendor; tokens=nichimo
Nichimo Nagato,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,3,42.0,323,Nichimo,1/48,Nakajima B5N2 KATE,S-4813,vendor; tokens=nichimo
Nichimo Pz.Kpfw.VI,1,identified_in_this_image,TIE_bench,1,52.9,322,Nichimo,1/35,Pz.Kpfw.VI Tiger II Porsche Turret,R-3526 / R-3529,"vendor; tokens=kpfw,nichimo,pz,vi"
Nichimo Pz.Kpfw.VI,1,identified_in_this_image,TIE_bench,2,51.8,321,Nichimo,1/35,Pz.Kpfw.VI Tiger II Henschel Turret (King Tiger),R-3530,"vendor; tokens=kpfw,nichimo,pz,vi"
Nichimo Pz.Kpfw.VI,1,identified_in_this_image,TIE_bench,3,45.8,319,Nichimo,1/35,"Jagdpanzer VI ""Jagdtiger""",R-3531,"vendor; tokens=nichimo,vi"
Nichimo Sherman,1,identified_in_this_image,Blockade_Runner,1,62.5,320,Nichimo,1/35,M4A1 Sherman,R-3517,"vendor; tokens=nichimo,sherman; name-ratio=0.74"
Nichimo Sherman,1,identified_in_this_image,Blockade_Runner,2,42.7,318,Nichimo,1/35,"Jagdpanzer ""Elefant""",R-3520,vendor; tokens=nichimo
Nichimo Sherman,1,identified_in_this_image,Blockade_Runner,3,40.7,317,Nichimo,1/35,British Army Tank Centurion,R-3505 / R-3510,vendor; tokens=nichimo
Nitto Kettenkrad,1,identified_in_this_image,ILM_KITS,1,48.5,336,Nitto Kagaku,1/35,KettenKrad Sd.Kfz. 2 with 37mm Gun,411,"vendor; tokens=kettenkrad,nitto"
Nitto Kettenkrad,1,identified_in_this_image,ILM_KITS,2,46.1,113,Nitto,,Chieftain,543,vendor; tokens=nitto
Nitto Kettenkrad,1,identified_in_this_image,ILM_KITS,3,43.8,114,Nitto,,Tiger II,,vendor; tokens=nitto
Nitto Kettenkrad (?),1,identified_elsewhere,Tile,1,48.5,336,Nitto Kagaku,1/35,KettenKrad Sd.Kfz. 2 with 37mm Gun,411,"vendor; tokens=kettenkrad,nitto"
Nitto Kettenkrad (?),1,identified_elsewhere,Tile,2,46.1,113,Nitto,,Chieftain,543,vendor; tokens=nitto
Nitto Kettenkrad (?),1,identified_elsewhere,Tile,3,43.8,114,Nitto,,Tiger II,,vendor; tokens=nitto
Nitto M3A1 Halftrack (?),1,identified_in_this_image,X_03,1,85.6,329,Nitto,1/76,M3A1 Half Track,456,"vendor; tokens=half,m3a1,nitto,track; name-ratio=1.00"
Nitto M3A1 Halftrack (?),1,identified_in_this_image,X_03,2,42.0,331,Nitto,No scale(1/1000?),German Battleship Bismarck,165.0,vendor; tokens=nitto
Nitto M3A1 Halftrack (?),1,identified_in_this_image,X_03,3,40.5,333,Nitto / RiKo,1/76,M4A1 Sherman (with Willys Jeep),453,vendor; tokens=nitto
Otaki Yamato,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,1,49.0,338,Otaki,1/600,Japanese Battleship Yamato,OT1-28-500,"vendor; tokens=otaki,yamato"
Otaki Yamato,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,2,36.5,337,Otaki,1/48,P-51D Mustang,OT2-13,vendor; tokens=otaki
Revell 53 Chevy Panel,1,identified_in_this_image,X_03,1,80.0,341,Revell,1/25,53 Chevy Panel,H-1376,"vendor; tokens=53,chevy,panel,revell; name-ratio=1.00"
Revell 53 Chevy Panel,1,identified_in_this_image,X_03,2,46.7,342,Revell,1/25,Custom '57 Chevy Hardtop,H1277 / H-1371 /     H-1284,"vendor; tokens=chevy,revell"
Revell 53 Chevy Panel,1,identified_in_this_image,X_03,3,39.8,350,Revell-Italaerei,1/35,Rocket launcher Katyusha,H-2115,vendor; tokens=revell
Revell Motocrosser,1,identified_in_this_image,ILM_KITS,1,50.0,339,Revell,1/12,Roger DeCoster's Suzuki Motocrosser,H-1509,"vendor; tokens=motocrosser,revell"
Revell Motocrosser,1,identified_in_this_image,ILM_KITS,2,40.9,407,Revell,1/542,"""Battle of Midway"" Carrier",H-501,vendor; tokens=revell
Revell Motocrosser,1,identified_in_this_image,ILM_KITS,3,39.5,406,Revell,1/24,NASA/McDonnell Gemini,H-1835,vendor; tokens=revell
Revell Phantom,3,identified_elsewhere,Sandcrawler_right,1,40.9,341,Revell,1/25,53 Chevy Panel,H-1376,vendor; tokens=revell
Revell Phantom,3,identified_elsewhere,Sandcrawler_right,2,40.5,305,Italaerei / Revell-Italaerei / Tomy,1/35,Tiger (P) Elefant,211 / H2105 / 3512,vendor; tokens=revell
Revell Phantom,3,identified_elsewhere,Sandcrawler_right,3,40.2,407,Revell,1/542,"""Battle of Midway"" Carrier",H-501,vendor; tokens=revell
Revell Phantom F-4J,42,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | ILM_Shop_Image | Landspeeder_03 | Landspeeder_04 | Star_Destroyer_right | Xwing_back,1,47.7,344,Revell,1/32,Phantom F-4J / McDonnell Douglas F-4E U.S.A.F. Phantom II,H-188 / H-198,"vendor; tokens=4j,f,phantom,revell"
Revell Phantom F-4J,42,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | ILM_Shop_Image | Landspeeder_03 | Landspeeder_04 | Star_Destroyer_right | Xwing_back,2,39.3,407,Revell,1/542,"""Battle of Midway"" Carrier",H-501,vendor; tokens=revell
Revell Phantom F-4J,42,identified_elsewhere | identified_in_this_image,5757 | Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | ILM_Shop_Image | Landspeeder_03 | Landspeeder_04 | Star_Destroyer_right | Xwing_back,3,38.7,118,Revell,1/22,Douglas DC-7,H-168,vendor; tokens=revell
Revell Rocket launcher Katyusha,1,identified_in_this_image,Blockade_Runner,1,76.0,350,Revell-Italaerei,1/35,Rocket launcher Katyusha,H-2115,"vendor; tokens=katyusha,launcher,revell,rocket; name-ratio=1.00"
Revell Rocket launcher Katyusha,1,identified_in_this_image,Blockade_Runner,2,42.7,347,Revell,1/69,German V-2 Rocket,H-1830 / H-560,"vendor; tokens=revell,rocket"
Revell Rocket launcher Katyusha,1,identified_in_this_image,Blockade_Runner,3,40.2,341,Revell,1/25,53 Chevy Panel,H-1376,vendor; tokens=revell
Revell Wisconsin,1,identified_in_this_image,TileCreation,1,54.3,345,Revell,1/535,Battleship U.S.S. Wisconsin,H352,"vendor; tokens=revell,wisconsin"
Revell Wisconsin,1,identified_in_this_image,TileCreation,2,44.6,406,Revell,1/24,NASA/McDonnell Gemini,H-1835,vendor; tokens=revell
Revell Wisconsin,1,identified_in_this_image,TileCreation,3,42.3,121,Revell,1/72,Kugisho P1Y1/2 Ginga,H-103,vendor; tokens=revell
Tamia Ferrari 312B,1,identified_in_this_image,ILM_Shop_Image,1,83.5,351,Tamiya,1/12,Ferrari 312B,BS1207,"vendor; tokens=312b,ferrari,tamiya; name-ratio=1.00"
Tamia Ferrari 312B,1,identified_in_this_image,ILM_Shop_Image,2,66.8,410,Tamiya,1/12,Ferrari 312T,BS1219,"vendor; tokens=ferrari,tamiya; name-ratio=0.92"
Tamia Ferrari 312B,1,identified_in_this_image,ILM_Shop_Image,3,43.7,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamia Texaco Marlboro M23,3,identified_in_this_image,ILM_Shop_Image,1,65.2,356,Tamiya,1/12,Texco Marlboro McLaren M23,BS1216,"vendor; tokens=m23,marlboro,tamiya; name-ratio=0.80"
Tamia Texaco Marlboro M23,3,identified_in_this_image,ILM_Shop_Image,2,41.7,410,Tamiya,1/12,Ferrari 312T,BS1219,vendor; tokens=tamiya
Tamia Texaco Marlboro M23,3,identified_in_this_image,ILM_Shop_Image,3,40.9,357,Tamiya,1/12,Tyrrell Ford F-1,BS1209,vendor; tokens=tamiya
Tamiya 1:12 Ferrari 312B,1,identified_elsewhere,Wingman,1,95.2,351,Tamiya,1/12,Ferrari 312B,BS1207,"vendor; scale; tokens=312b,ferrari,tamiya; name-ratio=1.00"
Tamiya 1:12 Ferrari 312B,1,identified_elsewhere,Wingman,2,82.0,410,Tamiya,1/12,Ferrari 312T,BS1219,"vendor; scale; tokens=ferrari,tamiya; name-ratio=0.92"
Tamiya 1:12 Ferrari 312B,1,identified_elsewhere,Wingman,3,60.7,355,Tamiya,1/12,Matra MS11,BS1205,vendor; scale; tokens=tamiya
Tamiya 1:12 Marlboro,1,identified_elsewhere,Wingman,1,69.3,356,Tamiya,1/12,Texco Marlboro McLaren M23,BS1216,"vendor; scale; tokens=marlboro,tamiya"
Tamiya 1:12 Marlboro,1,identified_elsewhere,Wingman,2,61.0,355,Tamiya,1/12,Matra MS11,BS1205,vendor; scale; tokens=tamiya
Tamiya 1:12 Marlboro,1,identified_elsewhere,Wingman,3,60.2,351,Tamiya,1/12,Ferrari 312B,BS1207,vendor; scale; tokens=tamiya
"Tamiya 7,5cm Anti Tank Gun PAK40",1,identified_in_this_image,ILM_Shop_Image,1,86.2,138,Tamiya,1/35,"7,5cm ANTI–TANK GUN (PAK40/L46)",35047,"vendor; tokens=5cm,7,anti,gun,tamiya,tank; name-ratio=0.93; serial-ish"
"Tamiya 7,5cm Anti Tank Gun PAK40",1,identified_in_this_image,ILM_Shop_Image,2,53.4,159,Tamiya,1/35,German 88mm Gun Flak 36/37,MM117,"vendor; tokens=gun,tamiya; serial-ish"
"Tamiya 7,5cm Anti Tank Gun PAK40",1,identified_in_this_image,ILM_Shop_Image,3,51.7,161,Tamiya,1/48,US Army Medium Tank M60A1E1,MS106-275,"vendor; tokens=tamiya,tank; serial-ish"
Tamiya 8-Rad,1,identified_in_this_image,Tie_Assembly,1,49.0,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya; serial-ish
Tamiya 8-Rad,1,identified_in_this_image,Tie_Assembly,2,46.3,160,Tamiya,1/35,M8 Greyhound,MT116,vendor; tokens=tamiya
Tamiya 8-Rad,1,identified_in_this_image,Tie_Assembly,3,45.8,139,Tamiya,1/35,Schwerer Panzerspähwagen (8-Rad) Sd.Kfz. 232,MM136,"vendor; tokens=8,rad,tamiya"
Tamiya British 25Pdr. Field Gun,1,identified_in_this_image,Tile,1,74.3,147,Tamiya,1/35,British 25Pdr. Field Gun w/6 crew,35046,"vendor; tokens=25pdr,british,field,gun,tamiya; name-ratio=0.84"
Tamiya British 25Pdr. Field Gun,1,identified_in_this_image,Tile,2,50.7,411,Tamiya,1/21,U.S. Heavy Field Piece M2 Gun,DT103,"vendor; tokens=field,gun,tamiya"
Tamiya British 25Pdr. Field Gun,1,identified_in_this_image,Tile,3,48.9,152,Tamiya,1/35,British Army Chieftain Mk.5,35068,"vendor; tokens=british,tamiya"
